final_id,group_id,start_id,freq,text
-1,5190,0,153, me feel sad
-1,3597,1,24, which is hilarious
-1,4526,2,17, that annoys me
16,5321,3,20, me feel confused
20,161,4,17, me laugh
-1,4399,5,10, me feel excited
-1,3574,6,6, me feel disgusted
-1,2927,7,17, it is beautiful
-1,5245,8,46, the colors used
-1,5331,9,5, which is gross
-1,2765,10,7, it is boring
-1,5221,11,11, the man's head
-1,5173,12,14, i love all of the bright colors
-1,4104,13,26, the man's face
106,4755,14,19, i feel joy from this painting
31,649,15,5, what is going on
-1,4155,16,7, me smile
31,649,17,7, me feel amazed
-1,2767,18,4, they are doing
-1,4447,19,20, the woman's face
0,5,20,5, the colors are depressing
0,5,21,8, i look at this painting
-1,5378,22,5, they are having fun
208,661,23,8, the people's faces
-1,4919,24,7, the colors are very dull and bland
-1,4620,25,6, which is exciting
-1,5306,26,6, she is naked
-1,5283,27,4, he had a hard life
-1,4063,28,5, a child's painting
-1,3397,29,6, i feel nothing
15,1314,30,10, this painting portrays
31,649,31,6, i don't know what this is
8,1,32,4, the painting is boring
-1,4439,33,3, me feel
-1,4681,34,3, me feel curious
-1,4999,35,4, i don't like this painting
28,61,36,5, a little child would draw
-1,4491,37,6, what is happening
-1,4403,38,2, the dark colors and the crowded painting look a bit scary
-1,4867,39,6, me amused
-1,3911,40,5, the architecture is beautiful
-1,5287,41,3, the big man looks funny
-1,4543,42,5, what's going on here
-1,2951,43,5, people are dancing
-1,3341,44,4, it looks so real
-1,4892,45,3, it is very arousing
3,80,46,3, the sky is dark
-1,3114,47,8, he is dying
-1,4863,48,4, the man is worried
-1,4708,49,5, i look at this
-1,3365,50,5, something is wrong
-1,4393,51,5, the level of detail is breathtaking
-1,3903,52,4, you look at it
54,12,53,3, the man's facial expression
-1,5367,54,5, i see
-1,3459,55,3, this doesnt give me any feelings
-1,5091,56,2, that has gotten completely dirty
-1,4673,57,5, i am looking at
-1,3323,58,3, eye catching
-1,2815,59,3, the men's bodies
-1,2826,60,5, the man's expression
-1,3958,61,2, i find it ugly
-1,4703,62,2, everything about the naked women is disgusting in this
-1,3063,63,2, it's hard to look at
61,63,64,4, this is supposed to be
-1,5087,65,2, there is a lot of chaos here
8,1,66,2, a bad storm approaching
-1,4583,67,2, it seems incomplete
-1,4711,68,9, i love it
-1,2975,69,8, the woman's expression
-1,4821,70,2, it will end
-1,5136,71,3, he is looking at
-1,3498,72,5, the mix of colors is exciting
-1,2769,73,3, it looks fun
-1,2887,74,2, the guy is dressed
-1,4730,75,3, the man's hair
-1,3555,76,2, this or things like this are really considered art
-1,4571,77,3, men's clothing
-1,3262,78,3, what to say
-1,3751,79,3, she is looking at
-1,4501,80,3, a storm is coming
-1,3749,81,2, they are going to do something bad
-1,5343,82,2, people are fighting
-1,3663,83,2, the image is very dark
-1,4178,84,2, the dark colours feel grim
-1,2763,85,2, it's creepy
3,80,86,2, this painting inspires fear
67,109,87,2, something is hiding in the darkness
-1,2991,88,2, the man's severed head
-1,3149,89,2, lots to see
-1,5307,90,2, me want to join them
-1,3824,91,2, the scene depicted
-1,4478,92,3, what is going on in this picture
-1,4431,93,2, i see no purpose in it
-1,3452,94,2, it leads to
-1,4561,95,2, it does not spark joy
-1,4849,96,4, i feel nothing for this
-1,4147,97,2, me feel anything
0,5,98,2, what is this
-1,3711,99,2, me feel uncomfortable
-1,4665,100,2, everyone is enjoying it
-1,4165,101,2, that and the odd dark colors makes this a bit creepy looking
35,310,102,3, the shadows are ominous
-1,4851,103,5, the painting is so real
0,5,104,4, it looks very realistic
-1,3559,105,3, it is on fire
-1,4517,106,2, this is about
-1,4899,107,2, it looks stormy and cloudy
-1,3915,108,2, it creeps me out
-1,3307,109,2, this man's beard
-1,4379,110,2, these men look stoic
-1,3839,111,2, the man looks large and scary
-1,3219,112,3, the sun shines through it
-1,4591,113,2, it is unfinished
-1,2933,114,2, she is wearing
-1,3163,115,2, he looks serious
-1,3935,116,2, there appears to be a battle scene
-1,3988,117,2, they are in motion
-1,3572,118,3, i would like to explore
-1,3151,119,3, me feel calm
-1,3319,120,4, this is an interesting picture
-1,3019,121,2, black halo's over their heads
-1,3127,122,2, her head bowed
-1,4781,123,2, the sky is quite gloomy
14,157,124,3, the detail is extraordinary
-1,3471,125,2, this painting doesnt invoke too much emotion in me
-1,3117,126,7, me feel happy
-1,4169,127,4, this man's eyes
-1,4181,128,2, they make no sense
-1,4095,129,4, but it's simple
-1,3719,130,2, they are standing
-1,3073,131,2, some many kids playing
-1,5061,132,2, a woman's body
-1,3103,133,2, the men watching
-1,3263,134,3, me feel love
-1,3847,135,2, it looks grotesque
190,117,136,2, the severed head on the platter is really disgusting and disturbing
-1,3084,137,2, the woman's legs
-1,4592,138,3, they have
139,153,139,4, i don't know what it is
138,134,140,2, that has died
-1,5329,141,2, the man looks to be lost and forlorn
-1,3509,142,2, it has a frown
215,1300,143,2, the person in this painting looks very sad and cold
-1,3900,144,3, the woman's hair
37,4847,145,4, the man lying down
-1,3547,146,4, me want to know the story
-1,5133,147,4, really richthe lighting is great
-1,4900,148,2, i feel for him
-1,3543,149,2, she has to wait
-1,3313,150,2, theyre about to dance and have fun
-1,3264,151,2, the colors feel calming
-1,3708,152,2, it is fun to see
-1,3359,153,2, me feel very lonely
-1,2981,154,3, lots of detail going on
-1,4736,155,2, the men sitting down
-1,4891,156,2, the subject's face
-1,3435,157,3, me feel any way
-1,2768,158,3, details are incredible
-1,2780,159,2, in awe of the serenity of this painting it is very peaceful
-1,3467,160,2, i love the reflection in the water
-1,3299,161,2, the woman is beautiful
-1,3661,162,2, the art work is awesome
-1,3329,163,3, the picture is very detailed
-1,3633,164,3, this is art
-1,3249,165,2, i love flowers
-1,5113,166,6, the woman's eyes
-1,5212,167,2, the woman holding the child
193,4854,168,2, the woman in the middle is posed
-1,5031,169,3, a group of people enjoying each other
-1,5137,170,2, that surround her
-1,2703,171,2, the color are dark and gloomy
-1,2959,172,2, i can discern
-1,4551,173,2, the woman's back
-1,5033,174,2, the woman's dress
240,151,175,2, he is troubled by something
13,142,176,2, i enjoy
-1,4735,177,2, who are these people
-1,3938,178,2, a lot going on
-1,5034,179,2, he must work very hard
6,307,180,4, this is a bit strange
-1,3835,181,2, you to feel fear in this picture
-1,4503,182,2, the family peoples are afraid of something
-1,3177,183,2, the house looks to be in bad shape
-1,5101,184,2, me fear for her life
-1,3887,185,2, it feels chaotic
-1,3713,186,2, he represents
-1,4407,187,2, the girl's head
9,303,188,3, there's not much detail
-1,3155,189,2, this is presented as a 'painting'
-1,4609,190,2, that's textured
-1,3791,191,2, this person is doing
-1,4411,192,2, it is dark
-1,3511,193,2, me feel any emotion
-1,4579,194,2, the person's eyes
-1,4860,195,2, that seem to coordinate together well
72,637,196,2, it is fine
-1,4944,197,2, the artist's use
-1,3041,198,2, fun to look at
-1,2695,199,2, they're going really really fast
-1,3274,200,2, many people are gathered apparently in a celebratory mood
12,11,201,3, he is smiling
-1,5351,202,2, there are many people
-1,4239,203,2, the colors are dark
-1,4375,204,2, it makes me curious to find out more about it
-1,4191,205,2, the clouds look foreboding
-1,4751,206,3, they look cheerful
56,135,207,2, the woman wearing the white
-1,5192,208,2, the painting looks very scary
-1,3838,209,2, the image is captivating
50,472,210,2, this is a really loving photo of a mother and child
-1,5077,211,2, it is a religious scene
32,30,212,3, what's to come
-1,5043,213,2, it's yellow glowing light
-1,3489,214,2, the woman's posture
-1,2964,215,2, you prefer
-1,3621,216,2, the woman in this photo is barefoot and appears homeless
-1,3691,217,2, the woman is crying
-1,4335,218,2, everything is so bright and vibrant
-1,5292,219,2, they are fading away
24,266,220,2, the man look evil
56,135,221,2, the colors are angry
-1,3105,222,4, the people in this painting appear sad especially the woman on the far left
-1,3167,223,2, the man reading
-1,2821,224,2, he lost someone important
-1,3701,225,2, he feels old
-1,3741,226,2, the womans face
54,12,227,3, i feel about it
-1,4111,228,2, me feel bored
57,1324,229,2, the woman looks to be happy exposing her breasts
-1,3362,230,2, who reminds me of sadness and depression
54,12,231,2, me think of sex
-1,3247,232,2, she's in trouble
28,61,233,2, the lady looks scary to me
-1,4270,234,2, she is staring down
8,1,235,2, the painting is very dark
-1,3014,236,3, he is wearing
-1,3912,237,2, the sky is gorgeous
-1,4495,238,2, this one is a little confusing to me
-1,2895,239,2, they are entertained by drinking and enjoying one another
-1,4884,240,2, it gone
-1,4364,241,2, birds flying
-1,3025,242,2, this is like something from a horror movie
-1,5059,243,2, each doing something different
-1,4533,244,2, the person in the picture doesn't seem to be happy
-1,2816,245,2, he was loved
-1,3549,246,2, this man appears very important
-1,4565,247,2, the artist was going for
-1,4319,248,2, people bustling around
172,7,249,2, i was young
